Métier,Nom,Dirigeant,Adresse,Code Postal,Ville,SIREN,SIRET,Date Création,Effectif,RGE
Menuiserie-Fenetres,"MCM (MCM)","CHRISTOPHE MATTERN (MATTERN)","(8C) 8 C ROUTE DE SAVERNE 67370 SCHNERSHEIM",67370,SCHNERSHEIM,809201676,80920167600016,2015-01-02,02,Non
Menuiserie-Fenetres,"FREDDY PHILIPPE","FREDDY PHILIPPE","2 PLACE DES BERBERIS 51400 LES PETITES-LOGES",51400,LES PETITES-LOGES,809267610,80926761000024,2015-02-09,NN,Non
Menuiserie-Fenetres,"PERFORMANCES MENUISERIES","ANTHONY BORRACCINO (BORRACCINO)","ASPACH-MICHELBACH 2 RUE FRANCOIS MERKLEN 68700 ASPACH-MICHELBACH",68700,ASPACH-MICHELBACH,809320823,80932082300028,2014-12-15,NN,Non
Menuiserie-Fenetres,"MEHDI BOUKAHEL (B.M MENUISERIE)","MEHDI BOUKAHEL (BOUKAHEL)","PORTE E12 15 RUE CHARLES PEGUY 08000 CHARLEVILLE-MEZIERES",08000,CHARLEVILLE-MEZIERES,809355050,80935505000018,2015-02-03,NN,Non
Menuiserie-Fenetres,"AMELISO","HASAN AYDIN (AYDIN)","PARC ARTISANAL EUROMOSELLE DE PLESNOIS 13 RUE DE L’ETANG 57140 PLESNOIS",57140,PLESNOIS,809455058,80945505800028,2015-02-02,03,Oui
Menuiserie-Fenetres,"ELPS HABITAT (EH)","PASCAL GILLET (GILLET)","11 GRANDE RUE 54700 LOISY",54700,LOISY,809593619,80959361900020,2015-03-01,01,Non
Menuiserie-Fenetres,"SDC HOMECO","JACINTO DE CARVALHO (DE CARVALHO)","21 RUE MAURICE DEZOTHEZ 51170 FISMES",51170,FISMES,809803984,80980398400016,2015-03-01,NN,Oui
Menuiserie-Fenetres,"AVENIR ISOLATION","ALI ISIK (ISIK)","40 RUE DE LA TREICHE 54700 PONT-A-MOUSSON",54700,PONT-A-MOUSSON,809809015,80980901500013,2015-02-02,03,Non
Menuiserie-Fenetres,"DANIEL MARSAULT","DANIEL AURELIEN ROBERT MARSAULT","CHEZ MADAME LA COLLA 10 GROUPE GENERAL EISENHOWER 51100 REIMS",51100,REIMS,798002671,79800267100013,2013-10-18,NN,Non
Menuiserie-Fenetres,"DESCAMPS ANTHONY","ANTHONY DESCAMPS (DESCAMPS)","33 RUE SAINT-MAURICE 54850 MESSEIN",54850,MESSEIN,790981229,79098122900020,2013-02-01,01,Non
Menuiserie-Fenetres,"FABIEN FRIEDELMEYER (PRESTA'MULTI-POSES/CUISINES & RANGEMENTS)","FABIEN FRIEDELMEYER (FRIEDELMEYER)","1 RUE DES PRIMEVERES 68500 ORSCHWIHR",68500,ORSCHWIHR,791017841,79101784100028,2013-03-01,NN,Non
Menuiserie-Fenetres,"SEBASTIEN KLOPP (SEB FERMETURE 57)","SEBASTIEN MARJORIE SCHREIBER (KLOPP)","12 B RUE DE VERDUN 57500 ST AVOLD",57500,ST AVOLD,791107147,79110714700013,2013-02-11,NN,Non
Menuiserie-Fenetres,"J. JERONIMO DEPANNAGE (J. JERONIMO DEPANNAGE)","JOAQUIM MARQUES JERONIMO (MARQUES JERONIMO)","1 RUE DE LA SCIERIE 68420 HERRLISHEIM-PRES-COLMAR",68420,HERRLISHEIM-PRES-COLMAR,791232994,79123299400016,2013-02-18,NN,Non
Menuiserie-Fenetres,"STEVE GIRARD","STEVE GIRARD (GIRARD)","23 RUE MERE TERESA 54270 ESSEY-LES-NANCY",54270,ESSEY-LES-NANCY,791284037,79128403700011,2013-02-08,NN,Non
Menuiserie-Fenetres,"GAEL ANDRIST","GAEL JEAN-PAUL RAYMOND ANDRIST (ANDRIST)","1 CHEMIN DES GRENOUILLES 10210 TURGY",10210,TURGY,791338338,79133833800019,2013-03-04,NN,Non
Menuiserie-Fenetres,"YVON MENUISERIE EURL (YVON MENUISERIE)","JONATHAN YVON","ZONE INDUSTRIELLE DES 4 CHEMINS 62 RUE DU BEARN 54400 COSNES-ET-ROMAIN",54400,COSNES-ET-ROMAIN,791418023,79141802300044,2013-02-04,01,Non
Menuiserie-Fenetres,"ORGANISATIONS PRESTATIONS AGENCEMENTS SOLUTIONS (OPA SOLUTIONS)","EMMANUEL KLEIN (KLEIN)","8 RUE DES FERBLANTIERS 57070 METZ",57070,METZ,791482474,79148247400024,2013-02-14,03,Non
Menuiserie-Fenetres,"NORDINE BOUKAHEL (BN MENUISERIES)","NORDINE BOUKAHEL (BOUKAHEL)","44 RUE FERROUL 08000 CHARLEVILLE-MEZIERES",08000,CHARLEVILLE-MEZIERES,791489958,79148995800011,2013-03-01,NN,Non
Menuiserie-Fenetres,"SEBASTIEN BAUMANN","SEBASTIEN GILBERT JEAN-PAUL BAUMANN (BAUMANN)","ZA EST 7 RUE DE LA FORET NOIRE 68127 NIEDERHERGHEIM",68127,NIEDERHERGHEIM,791566466,79156646600029,2013-03-01,01,Non
Menuiserie-Fenetres,"EURL OLIVIER BRICO CONCEPT","OLIVIER BORELL (BORELL)","27 RUE DU STADE 67240 GRIES",67240,GRIES,791602360,79160236000012,2013-04-01,NN,Non
Menuiserie-Fenetres,"THIERRY HUCK (ATELIER DU FRENE)","THIERRY FREDERIC HUCK (HUCK)","LAUNOIS 3 T CHEMIN DE LA PRELLE 88210 BAN-DE-SAPT",88210,BAN-DE-SAPT,791813140,79181314000013,2013-03-01,NN,Non
Menuiserie-Fenetres,"ST OUVRAGES BOIS","JEREMIE THIEBAUD (THIEBAUD)","15 RUE DU BUHL 68380 SONDERNACH",68380,SONDERNACH,791833734,79183373400027,2013-03-05,NN,Non
Menuiserie-Fenetres,"SEBASTIEN DREYER","SEBASTIEN DREYER (DREYER)","13 RUE DE LA BATAILLE 68200 MULHOUSE",68200,MULHOUSE,791862832,79186283200015,2013-03-25,NN,Non
Menuiserie-Fenetres,"MAURICE MERCIER","MAURICE PIERRE JOSEPH MERCIER","9 RUE JEAN ROSTAND 54800 JARNY",54800,JARNY,791945546,79194554600020,2013-02-01,NN,Non
Menuiserie-Fenetres,"CHRISTOPHE COMMITO (COFEBAT)","CHRISTOPHE COMMITO (COMMITO)","3 RUE JACQUELINE DROUET 54135 MEXY",54135,MEXY,792006918,79200691800017,2013-04-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE THIRY","DOMINIQUE THIRY","ZAC DE LA HAYETTE 6 RUE MARCEL DORIGNY 08090 AIGLEMONT",08090,AIGLEMONT,792015752,79201575200019,2013-02-01,02,Oui
Menuiserie-Fenetres,"ANTOINE J.L.E","ANTOINE PIRAS (PIRAS)","54 RUE CHARLES DE GAULLE 57330 HETTANGE-GRANDE",57330,HETTANGE-GRANDE,799710629,79971062900012,2013-12-04,NN,Non
Menuiserie-Fenetres,"CAMILLE MARTZ","CAMILLE NICOLE SUZANNE MARTZ (MARTZ)","3 PLACE DES CHARMES 67850 OFFENDORF",67850,OFFENDORF,799716600,79971660000033,2014-02-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE COPATI","CORINNE LARNACK (RICHERT)","101 GRAND'RUE 57280 MAIZIERES-LES-METZ",57280,MAIZIERES-LES-METZ,799816764,79981676400028,2013-12-05,NN,Non
Menuiserie-Fenetres,"SYLMAUR (RENOFEN.RENOFEN FERMETURES.RENOFEN ENERGIES)","CHRISTOPHE TROESCH (TROESCH)","4 RUE DU RAIL 67116 REICHSTETT",67116,REICHSTETT,799853759,79985375900022,2014-01-23,02,Oui
Menuiserie-Fenetres,"1.2.3. MENUISERIES","FREDERIC ABT (ABT)","11 RUE DE LA RIVIERE 68580 HINDLINGEN",68580,HINDLINGEN,799892948,79989294800016,2014-01-01,01,Oui
Menuiserie-Fenetres,"RICHARD FARYNA","RICHARD FARYNA","36 RUE DU CHARMOIS 88110 RAON-L'ETAPE",88110,RAON-L'ETAPE,799915095,79991509500019,2014-01-14,NN,Non
Menuiserie-Fenetres,"ETOILE FEN SAS (ETOILE FEN SAS)","YASIN YAMAC (YAMAC)","(95F) 95 RUE DE LA 2 DIV BLINDEE 67390 OHNENHEIM",67390,OHNENHEIM,799917950,79991795000021,2014-02-01,NN,Non
Menuiserie-Fenetres,"ALEXANDRE LETOMBE","ALEXANDRE LETOMBE","6 RUE LE HAUT DE LA FOURCHE 10400 SAINT-AUBIN",10400,SAINT-AUBIN,799919642,79991964200014,2014-01-23,NN,Non
Menuiserie-Fenetres,"CONSTANTIN MARINEL FLOREA","CONSTANTIN MARINEL FLOREA","1 RUE DU COMMERCE 51350 CORMONTREUIL",51350,CORMONTREUIL,799955059,79995505900016,2014-01-25,NN,Non
Menuiserie-Fenetres,"ETS BAEUMLIN CREATION","JEAN MARIE BAEUMLIN (BAEUMLIN)","63 RUE DE SAINT-LOUIS 68220 HESINGUE",68220,HESINGUE,799991047,79999104700017,2014-01-01,03,Non
Menuiserie-Fenetres,"LAM HABITAT (LAM HABITAT)","DANG LAM NGUYEN (NGUYEN)","55 RUE DES CHARMILLES 67400 ILLKIRCH-GRAFFENSTADEN",67400,ILLKIRCH-GRAFFENSTADEN,799991187,79999118700011,2014-02-01,01,Non
Menuiserie-Fenetres,"ABDELLAH NAMOUS (MAN)","ABDELLAH NAMOUS (NAMOUS)","119 RUE D'ILLZACH 68100 MULHOUSE",68100,MULHOUSE,799993613,79999361300014,2014-02-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE PRESTA CONCEPT SASU","FRANCOIS BAUER (BAUER)","25 RUE DU PIEMONT DES VOSGES 67310 FLEXBOURG",67310,FLEXBOURG,800010084,80001008400021,2014-01-01,01,Non
Menuiserie-Fenetres,"MARAT KHAYROULLINE","MARAT KHAYROULLINE","3 ALLEE JACQUELINE AURIOL 67100 STRASBOURG",67100,STRASBOURG,800138083,80013808300012,2014-02-02,NN,Non
Menuiserie-Fenetres,"PRO'POSE CUISINE (PRO POSE CUISINE)","SALVATORE SCARITO (SCARITO)","49 RUE FRIDTJOF NANSEN 57360 AMNEVILLE",57360,AMNEVILLE,800184236,80018423600019,2014-01-30,NN,Non
Menuiserie-Fenetres,"LAURENT MATIGNON","LAURENT MATIGNON (MATIGNON)","28 RUE DE L'ERLENBACH 67220 ALBE",67220,ALBE,800189326,80018932600013,2014-01-20,NN,Non
Menuiserie-Fenetres,"BRUNO KUKLA","BRUNO KUKLA (KUKLA)","5 RUE DU MENIL 54118 MOYEN",54118,MOYEN,800280612,80028061200014,2014-02-15,NN,Non
Menuiserie-Fenetres,"SABIN-VIOREL BARBOR","SABIN-VIOREL BARBOR","51 RUE ARISTIDE BRIAND 10100 ROMILLY-SUR-SEINE",10100,ROMILLY-SUR-SEINE,800316929,80031692900028,2014-03-05,NN,Non
Menuiserie-Fenetres,"ARNAUD RICHARD","ARNAUD RICHARD","8 RUE DU 11 NOVEMBRE 51400 SEPT-SAULX",51400,SEPT-SAULX,800493777,80049377700018,2014-03-01,NN,Non
Menuiserie-Fenetres,"LIONEL PRESTENBACH (BOIS DESIGN)","LIONEL THIERRY PRESTENBACH (PRESTENBACH)","4 RUE DES ROMAINS 67760 GAMBSHEIM",67760,GAMBSHEIM,800503211,80050321100016,2014-03-01,NN,Non
Menuiserie-Fenetres,"JEAN MOUTOUVIRIN","JEAN MOUTOUVIRIN","7 RUE DE VERDUN 10310 BAYEL",10310,BAYEL,800761488,80076148800017,2014-03-02,NN,Non
Menuiserie-Fenetres,"MEHMET OKTAY TUR","MEHMET OKTAY MEHMET OKTAY TUR (TUR)","(10A) 10 AVENUE DU GENERAL DE GAULLE 68150 RIBEAUVILLE",68150,RIBEAUVILLE,800839029,80083902900017,2014-03-01,NN,Non
Menuiserie-Fenetres,"CHRISTOPHE ZAEPFEL","CHRISTOPHE FRANCOIS ALBERT ZAEPFEL","4 RUE DE L’EGLISE 67350 BITSCHHOFFEN",67350,BITSCHHOFFEN,800918401,80091840100012,2014-03-10,NN,Non
Menuiserie-Fenetres,"CHARLES KRIEGER (KC SERVICES)","CHARLES ERNEST KRIEGER (KRIEGER)","35 GRAND RUE 67490 GOTTESHEIM",67490,GOTTESHEIM,801067174,80106717400020,2014-02-12,NN,Non
Menuiserie-Fenetres,"MENUISERIE EBENISTERIE HERRMANN","SEBASTIEN HERRMANN (HERRMANN)","1 RUE DU 24 NOVEMBRE 67170 WINGERSHEIM LES QUATRE BANS",67170,WINGERSHEIM LES QUATRE BANS,801126707,80112670700026,2014-02-01,01,Non
Menuiserie-Fenetres,"PHILIPPE RISSER","PHILIPPE RISSER","3 RUE SCHERTZ 67100 STRASBOURG",67100,STRASBOURG,801148099,80114809900014,2014-02-17,NN,Non
Menuiserie-Fenetres,"N. S. (N.S.)","NICOLAS STAUTER (STAUTER)","6 RUE D'EPPING 57720 ORMERSVILLER",57720,ORMERSVILLER,801161555,80116155500017,2014-03-05,NN,Non
Menuiserie-Fenetres,"NICOLAS GONTIER (NG MENUISERIE)","NICOLAS JACQUES JEAN GONTIER (GONTIER)","2 RUE COURTALON 10000 TROYES",10000,TROYES,810136895,81013689500028,2015-02-10,NN,Non
Menuiserie-Fenetres,"AREA (AREA MENUISERIE D'AGENCEMENT)","CHARLES ALBAN BAUMGARTNER (BAUMGARTNER)","3 RUE SAINT GEORGES 68130 ALTKIRCH",68130,ALTKIRCH,810211052,81021105200032,2015-03-02,NN,Non
Menuiserie-Fenetres,"CHEMIN LAURENT","LAURENT CHEMIN (CHEMIN)","7 RUE COLBERT 51500 TAISSY",51500,TAISSY,810479931,81047993100018,2015-04-01,01,Oui
Menuiserie-Fenetres,"CREAVISION ALUMINIUM","NELSON ADRIANO (ADRIANO)","3 RUE DE HANAU 67350 VAL-DE-MODER",67350,VAL-DE-MODER,810515122,81051512200010,2015-03-18,03,Non
Menuiserie-Fenetres,"FERMETURES GOETZ & FRERES (FERMETURES GOETZ & FRERES)","ADRIEN GOETZ (GOETZ)","35 RUE PRINCIPALE 67130 LUTZELHOUSE",67130,LUTZELHOUSE,810590356,81059035600012,2015-03-20,NN,Non
Menuiserie-Fenetres,"PANGIA","BRYAN PANGIA (PANGIA)","3 ROUTE DU DONON 88110 ALLARMONT",88110,ALLARMONT,810619965,81061996500017,2015-03-02,NN,Non
Menuiserie-Fenetres,"EST FERMETURE","NOURIA BOUKHCHAM (SALMANI)","4 RUE DES ALPES 67205 OBERHAUSBERGEN",67205,OBERHAUSBERGEN,810765719,81076571900036,2015-05-04,NN,Non
Menuiserie-Fenetres,"FERMETURES DU COTEAU (FERMETURES DU COTEAU)","NICOLAS CHRISTIAN FRANCOIS MANCHIN","42 RUE PRINCIPALE 52000 SEMOUTIERS-MONTSAON",52000,SEMOUTIERS-MONTSAON,810800391,81080039100023,2015-04-07,NN,Non
Menuiserie-Fenetres,"LIONEL GALEA (GALEA LIONEL)","LIONEL GALEA (GALEA)","4 RUE DE LORRAINE 67540 OSTWALD",67540,OSTWALD,810807610,81080761000011,2015-04-01,NN,Non
Menuiserie-Fenetres,"TTM (TOUS TRAVAUX POUR LA MAISON)","ALAIN GONDE","38 RUE HENRY DUNANT 51200 EPERNAY",51200,EPERNAY,810859249,81085924900023,2015-04-15,NN,Non
Menuiserie-Fenetres,"AMOUREUX DU BOIS","VALERIE CLAIRE AGNES DUBYK (DELAPLACE)","11 RUE DES 2 CHATEAUX 10270 FRESNOY-LE-CHATEAU",10270,FRESNOY-LE-CHATEAU,811192277,81119227700036,2015-05-01,NN,Non
Menuiserie-Fenetres,"STOVOFERM","MICHAEL FILIA (FILIA)","12 RUE NEUVE 68290 LAUW",68290,LAUW,811316116,81131611600029,2015-04-22,02,Oui
Menuiserie-Fenetres,"MOCCHETTI FERMETURES","ANTHONY MOCCHETTI (MOCCHETTI)","24 CLOS EMMANUEL HERE 54800 CONFLANS-EN-JARNISY",54800,CONFLANS-EN-JARNISY,811417492,81141749200014,2015-04-27,NN,Non
Menuiserie-Fenetres,"FRANCE VERRE","JOSE RODRIGUES (RODRIGUES)","18 RUE DE LA DOUANE 54000 NANCY",54000,NANCY,803010396,80301039600023,2014-06-23,01,Oui
Menuiserie-Fenetres,"THIERRY LAGLASSE (THIERRY MULTI-TRAVAUX)","THIERRY LAGLASSE (LAGLASSE)","46 RUE DU COIN 57430 WILLERWALD",57430,WILLERWALD,803093087,80309308700010,2014-06-11,NN,Non
Menuiserie-Fenetres,"LUDOVIC OBERHOLTZ","LUDOVIC OBERHOLTZ (OBERHOLTZ)","50 RUE HAUTE 54390 FROUARD",54390,FROUARD,803204247,80320424700016,2014-06-07,NN,Non
Menuiserie-Fenetres,"MICHEL TREIBER","MICHEL TREIBER","16 RUE WOLFGANG AMADEUS MOZART 68000 COLMAR",68000,COLMAR,803221910,80322191000018,2014-07-01,NN,Non
Menuiserie-Fenetres,"CARON POSE","JEROME CARON (CARON)","2 ROUTE DE GRAVELOTTE 57130 VERNEVILLE",57130,VERNEVILLE,803359173,80335917300017,2014-06-19,01,Non
Menuiserie-Fenetres,"MARCHAL MENUISERIE","ADRIEN MARCHAL (MARCHAL)","68 CHEMIN DU DROIT 88160 LE THILLOT",88160,LE THILLOT,803432517,80343251700016,2014-06-23,01,Non
Menuiserie-Fenetres,"LUC TOFFOLINI (LT-PLACARDS)","LUC TOFFOLINI (TOFFOLINI)","ZA BELLE FONTAINE 1 PL DU PARKING 57780 ROSSELANGE",57780,ROSSELANGE,803548718,80354871800037,2014-07-15,NN,Non
Menuiserie-Fenetres,"FERMETURE DU RHIN S.A.R.L. (FERMETURE DU RHIN)","ALAIN BREUILLOT (BREUILLOT)","9 RUE MANURHIN 68120 RICHWILLER",68120,RICHWILLER,803557289,80355728900011,2014-07-15,NN,Oui
Menuiserie-Fenetres,"LORRAINE DEPANN'","DAMIEN HENNARD (HENNARD)","5 RUE DES MARGUERITES 57200 BLIES-EBERSING",57200,BLIES-EBERSING,803603141,80360314100042,2014-05-01,02,Non
Menuiserie-Fenetres,"ATELIER BOIS","STEPHANE GEORGES GERARD ONFROY (ONFROY)","5 RUE DES BLANCHES PLUMES 55100 VERDUN",55100,VERDUN,803612878,80361287800022,2014-06-01,NN,Non
Menuiserie-Fenetres,"MICKAEL VILLET (CREA'SERVICES)","MICKAEL VILLET (VILLET)","1067 LES PEUTEUX 88220 URIMENIL",88220,URIMENIL,803650506,80365050600014,2014-07-05,NN,Non
Menuiserie-Fenetres,"ID FERMETURES","STEPHANE BURATI (BURATI)","33 RUE DE VERDUN 54800 JARNY",54800,JARNY,803654367,80365436700025,2014-06-18,NN,Non
Menuiserie-Fenetres,"ADDENET - LAMORLETTE","JULIEN LE MENN","ZA DU WAMEAU 55430 BELLEVILLE-SUR-MEUSE",55430,BELLEVILLE-SUR-MEUSE,803746163,80374616300010,2014-07-28,12,Oui
Menuiserie-Fenetres,"E.G.M.F. (GUY MORO FERMETURES -  GUY MORO FORMATIONS)","GUY MORO (MORO)","1201 RUE DE LA MAIRIE 88520 RAVES",88520,RAVES,803784073,80378407300014,2014-07-01,NN,Non
Menuiserie-Fenetres,"KBR FERMETURES ET SOLS RESINES EURL (KBR FERMETURES EURL)","CHRISTOPHE RANZONI (RANZONI)","15 RUE DE L’ENERGIE 67210 OBERNAI",67210,OBERNAI,803788967,80378896700013,2014-07-01,NN,Non
Menuiserie-Fenetres,"DIMITRI CAMUS (LE FIL DU BOIS)","DIMITRI CAMUS (CAMUS)","73 RUE MAZEL 55400 DIEPPE-SOUS-DOUAUMONT",55400,DIEPPE-SOUS-DOUAUMONT,802506279,80250627900024,2014-06-01,NN,Non
Menuiserie-Fenetres,"TOUS SERVICES","ROMAIN SCHMIDT (SCHMIDT)","2 RUE DE LA SOURCE 67370 WILLGOTTHEIM",67370,WILLGOTTHEIM,802718569,80271856900014,2014-04-01,NN,Non
Menuiserie-Fenetres,"CLELIO VISCA (VISC AGENCEMENT)","CLELIO AUGUSTO GIOVANNI MARIE HELENA VISCA (VISCA)","12 RUE ARISTIDE BRIAND 54200 DOMMARTIN-LES-TOUL",54200,DOMMARTIN-LES-TOUL,802854919,80285491900023,2014-06-15,NN,Non
Menuiserie-Fenetres,"F.C.C. (FC CONSTRUCTION) (F.C.C. AUTO)","SABRINA ANKI (ANKI)","14 RUE DE L’ANCIENNE SCIERIE 57710 AUMETZ",57710,AUMETZ,804887115,80488711500025,2014-09-01,NN,Non
Menuiserie-Fenetres,"D&M54","EMEL KUYRUK (KUYRUK)","23 BOULEVARD DE L'EUROPE 54500 VANDŒUVRE-LES-NANCY",54500,VANDŒUVRE-LES-NANCY,804913820,80491382000010,2014-10-01,NN,Non
Menuiserie-Fenetres,"STEPHANE ROUSSEL","STEPHANE RENE ALBERT ROUSSEL","24 RUE DU FORT 08000 LA FRANCHEVILLE",08000,LA FRANCHEVILLE,804955136,80495513600010,2014-10-01,NN,Non
Menuiserie-Fenetres,"JULIEN HEID (HEID MENUISERIE)","JULIEN HEID (HEID)","2 RUE RODIN 67206 MITTELHAUSBERGEN",67206,MITTELHAUSBERGEN,805012119,80501211900048,2014-10-03,NN,Non
Menuiserie-Fenetres,"YVES LASTA","YVES LASTA","79 RUE CLAUDE BERNARD 57070 METZ",57070,METZ,805058211,80505821100014,2014-09-26,NN,Non
Menuiserie-Fenetres,"CED MARTIN FERMETURES AUTOMATISMES","CEDRIC MARTIN (MARTIN)","6 RUE DU BOIS 88270 VILLE-SUR-ILLON",88270,VILLE-SUR-ILLON,805125846,80512584600024,2014-10-15,01,Oui
Menuiserie-Fenetres,"ROMAIN DEMART (DEM'S FERMETURES/MENUISERIES)","ROMAIN DEMART (DEMART)","23 B RUE DU ROBIN DES LOUPS 08440 ISSANCOURT-ET-RUMEL",08440,ISSANCOURT-ET-RUMEL,805139516,80513951600019,2014-10-13,01,Oui
Menuiserie-Fenetres,"DAMIEN BATTISTON","DAMIEN BATTISTON","73 RUE JEANNE D'ARC 55140 VAUCOULEURS",55140,VAUCOULEURS,805374451,80537445100039,2014-10-21,NN,Non
Menuiserie-Fenetres,"EROL KOMURCU","EROL KOMURCU (KOMURCU)","23 RUE DES MERLES 68100 MULHOUSE",68100,MULHOUSE,807405774,80740577400025,2014-10-23,NN,Non
Menuiserie-Fenetres,"HAMM ALU-SYSTEME","JOE LOEFFLER","3 RUE DU 22 NOVEMBRE 67270 WILWISHEIM",67270,WILWISHEIM,807439302,80743930200025,2014-10-01,NN,Non
Menuiserie-Fenetres,"DOM'ETHIC VERANDA NANCY (DOM'ETHIC VERANDA NANCY)","FABRICE WEYMESKIRCH (WEYMESKIRCH)","3 B RUE GEORGES BIZET 54500 VANDŒUVRE-LES-NANCY",54500,VANDŒUVRE-LES-NANCY,807486394,80748639400016,2014-07-03,02,Non
Menuiserie-Fenetres,"TTB FERMETURES (TTB FERMETURES)","THOMAS ROSENBERGER (ROSENBERGER)","26 RUE DE HAM 57150 CREUTZWALD",57150,CREUTZWALD,807504618,80750461800016,2014-10-01,NN,Non
Menuiserie-Fenetres,"FERMIKA","MICHAEL ODDO (ODDO)","3 RUE DES PETITES VOSGES 57460 BEHREN-LES-FORBACH",57460,BEHREN-LES-FORBACH,807779376,80777937600019,2014-11-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE ARTISANALE WURTH SEBASTIEN","SEBASTIEN WURTH (WURTH)","32 RUE DE LA FORET 67390 BOOTZHEIM",67390,BOOTZHEIM,807780416,80778041600010,2013-10-01,02,Oui
Menuiserie-Fenetres,"LOIC ROCHE","LOIC ROCHE","12 RUE DE LA PLANCHE DES PRES 10000 TROYES",10000,TROYES,807816814,80781681400014,2014-11-21,NN,Non
Menuiserie-Fenetres,"MENUISERIE BJK","NEZAFET GUNGOR (GUNGOR)","RTE DE SCHRECKLING ZI ST ELOY 57320 BOUZONVILLE",57320,BOUZONVILLE,808073761,80807376100013,2014-10-06,02,Non
Menuiserie-Fenetres,"GABRIEL KLEIN","GABRIEL KLEIN (KLEIN)","81 AVENUE DE COLMAR 67100 STRASBOURG",67100,STRASBOURG,490505302,49050530200029,2006-06-01,NN,Non
Menuiserie-Fenetres,"ETS NACHBAUR","CHRISTOPHE NACHBAUR (NACHBAUR)","3 RUE DE LA CHAPELLE 68130 JETTINGEN",68130,JETTINGEN,490634979,49063497900010,2006-06-13,NN,Non
Menuiserie-Fenetres,"CUISINES ET HABITAT SARL","ETIENNE SCHMIDT (SCHMIDT)","6 IMPASSE DU LASER 67800 BISCHHEIM",67800,BISCHHEIM,487948499,48794849900032,2006-01-11,NN,Non
Menuiserie-Fenetres,"JEREMY GANDOUIN (GANDOUIN JEREMY FERMETURES)","JEREMY JEAN JOSEPH NORBERT GANDOUIN (GANDOUIN)","22 ALLEE DES BOULEAUX 08000 CHARLEVILLE-MEZIERES",08000,CHARLEVILLE-MEZIERES,487960882,48796088200024,2006-01-02,01,Oui
Menuiserie-Fenetres,"A.M.C.P.I (A.M.C.P.I)","MUSTAPHA NOURI (NOURI)","12 RUE CHANTERAINE 08310 JUNIVILLE",08310,JUNIVILLE,498876671,49887667100013,2007-07-03,NN,Non
Menuiserie-Fenetres,"WEISS & SOHN FRANCE","GUNTHER NAGEL (NAGEL)","62 RUE DES POTIERS 67660 BETSCHDORF",67660,BETSCHDORF,479080822,47908082200014,2004-09-01,01,Non
Menuiserie-Fenetres,"MIKE ABBENZELLER (ATS  - LES INTERIEURS)","MIKE ABBENZELLER (ABBENZELLER)","4 B RUE DU CHATEAU D'EAU 67230 OBENHEIM",67230,OBENHEIM,492223870,49222387000030,2006-11-01,NN,Non
Menuiserie-Fenetres,"FRANCIS DEMANDRE (FD FERMETURES)","FRANCIS DEMANDRE","44 RUE DES FILEURS 88450 VINCEY",88450,VINCEY,492304381,49230438100048,2006-09-01,NN,Non
Menuiserie-Fenetres,"CHRISTIAN COLLIGNON","CHRISTIAN REGIS COLLIGNON (COLLIGNON)","HARGEVILLE SUR CHEE 3 RUE DE COUCHOT 55000 LES HAUTS-DE-CHEE",55000,LES HAUTS-DE-CHEE,480712496,48071249600029,2005-02-03,NN,Non
Menuiserie-Fenetres,"MATHEO MULLER (MENUISERIE MULLER)","MATHEO PAUL CLAUDE MULLER","173 RUE ARISTIDE BRIAND 88640 GRANGES-AUMONTZEY",88640,GRANGES-AUMONTZEY,100454958,10045495800016,2026-01-01,NN,Non
Menuiserie-Fenetres,"SEBASTIEN SIEBERT (SIEB.CREATION)","SEBASTIEN SIEBERT","AVENUE MARCHANDE 57520 GROSBLIEDERSTROFF",57520,GROSBLIEDERSTROFF,100602309,10060230900013,2026-02-01,NN,Non
Menuiserie-Fenetres,"YOHANN ROYER","YOHANN KEVIN GASTON ROYER","5 RUE PIERRE DE COUBERTIN 51100 REIMS",51100,REIMS,100757913,10075791300015,2026-02-02,NN,Non
Menuiserie-Fenetres,"ARTAK ANTINYAN (ARTAK ANTINYAN)","ARTAK ANTINYAN","06 CHEMIN DES EGLENTINES - TILLEULS PO 6 CHEMIN DE L'EGLANTINE 52100 SAINT-DIZIER",52100,SAINT-DIZIER,100901255,10090125500016,2026-02-09,NN,Non
Menuiserie-Fenetres,"ABDELALI EL ABSAOUI (AEA MENUISERIE)","ABDELALI EL ABSAOUI","2 RUE DE LA SYNAGOGUE 67510 LEMBACH",67510,LEMBACH,100982065,10098206500011,2026-03-06,NN,Non
Menuiserie-Fenetres,"BENJAMIN EME (BEMHAF)","BENJAMIN BERNARD GERARD EME","32 ROUTE DE WEILER 67160 WISSEMBOURG",67160,WISSEMBOURG,101556678,10155667800015,2026-03-02,NN,Non
Menuiserie-Fenetres,"ANTONIN ROUSSEAUX (ROUSSEAUX MENUISERIE)","ANTONIN GABRIEL OLIVIER ROUSSEAUX","2 RUE DE LORRAINE 55800 COUVONGES",55800,COUVONGES,101628584,10162858400019,2026-02-24,NN,Non
